100 10000
92 62 18
75 24 18
23 31 10
8 51 14
1 11 18
3 93 16
7 87 16
39 55 17
12 27 15
63 27 20
21 84 14
69 83 20
38 45 12
97 48 15
23 31 13
66 67 18
63 27 16
29 37 10
75 24 14
15 91 20
15 73 11
75 24 15
21 84 12
99 65 14
65 79 17
29 37 19
14 67 19
15 91 11
86 26 18
63 27 17
32 84 13
83 34 14
69 83 18
56 44 13
29 37 14
38 45 17
35 99 17
91 56 12
30 47 17
63 27 12
96 61 10
6 41 16
40 5 19
97 48 18
59 14 20
39 55 13
14 67 14
17 9 20
15 39 16
76 34 10
51 17 16
36 77 17
89 25 12
88 58 18
75 10 13
40 89 11
38 45 16
59 14 12
23 31 13
38 45 14
92 62 18
19 80 16
4 74 15
56 44 16
38 45 15
99 92 18
75 96 12
75 24 13
19 80 19
23 31 13
36 77 17
40 89 12
92 62 11
19 80 18
23 31 18
60 3 20
42 64 12
98 94 10
99 65 14
15 39 17
4 74 13
98 94 11
97 48 14
40 5 11
2 3 10
29 37 19
36 77 17
52 93 13
99 92 19
89 25 15
41 9 10
97 48 20
99 65 15
99 65 10
15 91 19
24 64 12
92 62 14
15 91 17
75 24 15
72 75 14
99 65 19
15 39 15
96 61 10
59 14 17
99 92 12
96 61 18
99 65 20
98 94 11
15 91 15
60 3 17
56 44 18
83 34 13
19 80 18
12 27 20
76 34 11
12 38 12
38 45 15
52 93 17
38 45 10
24 64 11
94 82 17
56 44 19
56 44 10
8 97 20
15 91 10
52 93 20
63 27 15
52 93 12
75 24 18
38 45 11
99 65 15
14 67 17
15 91 17
96 61 18
56 44 18
90 87 15
90 87 20
38 45 13
97 48 19
29 37 11
35 99 10
34 1 16
15 91 11
14 67 12
97 48 19
38 45 20
97 48 17
54 90 14
60 3 19
86 26 14
97 48 13
98 94 17
44 68 13
23 31 11
19 80 14
52 93 18
98 94 11
19 80 16
40 22 11
15 91 16
92 62 11
29 37 11
4 5 15
49 93 19
66 67 12
21 84 13
57 36 15
39 55 20
53 72 19
52 93 15
56 44 12
29 37 14
1 11 11
30 47 11
89 25 13
12 27 10
29 37 19
85 99 13
30 47 15
24 64 15
21 84 15
98 94 20
97 48 18
52 93 18
23 31 20
86 26 16
35 99 20
97 48 10
47 33 17
40 5 15
56 44 19
94 82 12
15 91 20
99 92 11
16 23 11
70 71 17
2 3 13
56 44 13
98 94 10
82 84 12
14 67 20
15 73 17
89 25 20
12 38 17
15 39 14
44 13 13
42 64 16
19 80 15
30 47 13
49 93 11
89 25 14
56 44 19
35 99 16
82 1 16
66 67 18
97 48 15
59 14 13
30 47 13
56 44 17
51 17 15
15 91 12
15 73 14
99 92 19
35 99 20
1 11 12
36 77 15
29 37 11
36 77 15
32 84 16
8 51 20
57 36 20
75 24 20
24 59 12
15 39 13
42 64 16
15 91 11
12 27 15
75 24 16
59 14 19
4 5 16
82 1 19
12 27 18
54 90 11
97 48 10
52 93 11
75 96 11
51 31 17
4 5 11
99 92 14
36 77 20
56 44 17
52 93 16
49 93 15
23 31 10
24 64 13
55 70 18
51 36 12
47 33 10
53 72 18
89 25 16
72 75 17
89 25 10
8 51 15
38 3 19
52 93 17
1 11 20
89 25 17
32 84 16
12 27 14
56 44 10
75 96 14
16 23 11
88 58 15
56 44 20
12 27 14
47 33 10
29 37 18
1 11 14
75 10 12
75 96 10
3 72 10
44 13 12
24 64 10
89 25 12
83 28 16
4 5 14
12 27 14
76 34 11
55 70 20
42 64 11
24 64 15
98 94 18
97 48 11
15 39 12
52 93 17
36 77 18
75 24 15
8 51 10
15 91 11
23 31 14
19 80 19
40 5 18
15 39 17
52 93 17
39 55 11
83 34 14
44 68 12
59 14 10
92 62 12
2 3 13
56 44 14
14 67 11
96 61 12
89 23 19
86 26 11
56 44 13
14 67 14
59 14 12
35 99 19
15 39 16
47 33 17
97 48 11
66 67 12
38 45 10
34 1 10
74 88 18
19 80 11
12 27 16
75 96 17
30 47 12
39 55 13
40 5 10
4 74 16
24 64 16
40 5 16
15 73 10
15 39 12
99 82 14
15 39 19
99 44 14
19 80 10
12 39 16
38 45 15
2 3 10
12 27 15
23 31 17
36 77 20
57 36 14
15 39 12
91 56 11
15 91 13
23 31 14
89 25 14
15 39 17
97 48 17
15 91 10
30 47 11
44 13 15
69 83 12
41 9 13
30 47 10
4 5 17
51 17 16
98 94 14
24 59 15
40 89 10
23 31 16
49 93 13
15 91 12
63 27 14
63 27 14
59 14 11
69 83 20
72 75 20
56 44 15
21 84 10
39 55 15
88 58 16
99 92 20
59 14 16
19 80 10
15 91 15
14 67 10
89 25 18
35 99 18
56 44 16
19 80 13
96 61 20
90 87 19
89 25 16
97 48 11
12 38 15
75 96 20
19 80 15
16 23 10
19 80 14
15 73 18
83 28 16
98 94 18
21 84 13
21 84 16
98 94 18
92 62 18
35 99 13
12 39 20
23 31 12
47 33 19
14 67 12
15 91 12
59 14 20
31 29 16
86 26 11
49 93 12
75 96 10
12 38 10
32 84 18
38 45 19
19 80 17
19 80 11
89 25 16
16 23 18
60 3 11
15 39 16
57 36 11
24 59 11
15 91 17
52 93 15
60 3 18
96 61 14
42 64 14
75 24 14
52 93 16
75 24 13
12 27 19
23 31 20
44 13 16
38 45 13
86 26 19
59 14 20
59 14 12
2 3 17
53 72 11
90 87 13
98 94 18
97 48 18
12 38 11
56 44 14
14 67 20
12 27 15
19 80 10
32 84 10
41 9 17
55 70 14
75 96 13
19 80 13
15 91 19
35 99 10
19 80 14
23 31 20
15 91 11
75 24 16
98 94 17
42 64 17
24 64 12
60 3 14
23 31 18
56 44 11
40 5 18
1 11 10
98 94 11
32 84 10
36 77 16
19 80 19
12 27 20
40 5 16
39 55 17
38 45 14
56 44 10
15 91 17
89 25 19
15 39 15
19 80 14
12 27 19
96 61 15
2 3 16
12 27 18
88 58 14
82 1 20
75 24 12
23 31 10
34 1 14
19 80 14
55 70 12
15 91 15
56 44 19
57 36 14
51 17 15
30 47 17
99 82 14
98 94 15
15 39 16
38 45 17
15 91 10
21 84 17
72 75 20
90 87 11
39 55 10
21 84 20
46 74 11
75 10 13
57 36 18
12 27 20
15 73 19
51 31 13
75 10 19
29 37 13
1 11 15
15 39 11
38 45 15
12 27 13
24 64 14
75 24 19
83 34 14
49 93 19
65 79 13
54 90 18
29 37 14
98 94 18
51 31 17
54 90 18
8 51 11
98 94 11
34 1 12
99 92 18
88 58 14
88 58 20
19 80 14
15 91 13
56 44 10
8 51 17
98 94 19
35 99 13
14 67 10
98 94 16
99 92 12
99 92 18
47 33 13
19 80 12
40 89 14
59 14 10
59 14 16
15 91 11
35 99 19
15 39 20
40 5 20
12 38 10
23 31 17
1 11 15
38 45 14
29 37 10
99 65 18
56 44 16
85 99 12
29 37 20
66 67 13
99 92 13
39 55 13
55 70 18
98 94 16
4 74 20
59 14 11
40 22 14
57 36 18
38 81 17
51 31 19
89 25 10
99 65 13
98 94 10
35 99 10
44 13 15
15 91 15
15 73 19
97 48 17
99 92 17
97 48 10
15 91 11
32 84 13
40 5 16
72 86 13
70 71 17
15 91 17
4 5 11
34 1 15
35 99 13
19 80 18
36 77 12
59 14 10
83 34 10
35 99 17
53 72 11
12 27 18
29 37 10
8 97 15
23 31 17
15 91 12
44 13 10
40 5 19
60 3 14
90 87 13
17 9 20
75 24 20
99 92 10
12 27 13
46 74 12
40 89 18
8 97 19
56 44 10
7 87 12
4 74 14
15 91 20
59 14 15
46 74 12
88 58 16
40 5 13
31 29 16
89 23 15
63 27 13
97 48 17
89 25 19
15 91 13
72 75 15
19 80 10
88 58 16
4 74 15
89 23 17
32 84 19
36 77 20
21 84 19
12 27 10
12 38 10
59 14 18
89 25 17
90 87 18
53 72 18
98 94 17
7 87 19
36 77 11
60 3 10
12 38 11
99 92 10
12 27 16
19 80 19
83 28 14
47 33 16
12 27 13
15 91 12
15 91 13
60 3 12
15 39 16
1 11 13
86 26 20
99 65 10
97 48 13
20 0 13
56 44 15
59 14 11
75 96 11
38 45 20
52 93 11
12 27 15
39 55 17
14 67 20
59 14 19
98 94 16
97 48 15
38 45 17
12 27 17
19 80 11
15 91 14
97 48 15
57 36 12
98 94 18
41 9 17
56 44 18
83 28 19
54 90 10
59 14 19
23 31 16
19 80 14
66 67 20
92 62 20
29 37 11
21 84 12
56 44 18
38 3 11
12 27 12
33 95 15
75 24 14
54 90 17
35 99 18
75 96 13
41 9 20
75 24 10
40 5 11
12 38 17
92 62 12
24 64 13
90 87 15
57 36 16
19 80 17
59 14 17
35 99 11
38 45 13
92 62 11
15 39 14
44 13 12
82 1 11
59 14 12
35 99 13
24 64 12
99 65 16
21 84 15
1 11 13
56 44 11
98 94 10
44 13 19
12 38 14
55 70 14
92 62 15
35 99 16
90 87 19
90 87 16
33 95 10
15 91 17
46 74 14
76 34 16
63 27 15
52 93 19
96 61 12
19 80 15
52 93 20
49 93 11
19 80 16
19 80 12
15 91 12
12 39 11
53 72 17
52 93 15
38 45 12
15 73 13
88 58 14
52 93 13
36 77 12
75 24 11
40 5 18
74 88 19
30 36 11
98 94 11
40 5 19
89 25 13
75 10 15
89 25 13
3 93 13
19 80 17
97 48 16
98 94 14
70 71 16
15 73 19
19 80 10
15 39 20
35 99 17
49 93 12
15 91 11
98 94 17
19 80 19
15 39 20
99 92 10
21 84 10
19 80 16
15 39 18
69 83 17
99 65 20
40 5 20
12 27 15
21 84 10
99 65 17
38 45 16
12 27 12
56 44 13
99 92 18
99 44 12
99 92 12
12 27 10
35 99 16
56 44 20
38 45 10
52 93 13
38 45 16
12 27 20
15 91 20
75 24 15
19 80 17
12 38 20
91 56 13
94 82 17
15 39 17
51 17 14
72 75 18
42 64 14
15 73 19
56 44 11
94 82 16
66 67 12
8 51 17
82 1 14
98 94 13
15 73 11
12 38 18
99 65 12
92 62 15
15 39 19
99 92 10
12 27 14
44 68 15
63 27 10
12 27 16
98 94 15
97 48 16
1 11 11
49 93 20
15 91 20
15 39 10
44 68 13
72 75 16
54 90 16
19 80 14
23 31 10
40 22 14
7 87 11
65 79 13
83 34 12
39 55 19
24 64 12
29 37 10
66 67 20
47 33 20
51 17 12
49 93 11
56 44 20
42 64 18
24 64 15
70 71 12
38 45 14
15 91 16
12 27 18
4 5 16
15 39 11
15 91 15
75 24 13
15 39 17
89 25 19
97 48 14
89 23 13
42 64 12
35 99 13
51 17 13
35 99 17
92 62 11
1 11 12
75 24 20
75 24 13
35 99 16
99 82 10
12 27 17
30 47 11
90 87 20
59 14 10
87 24 15
38 45 12
7 87 13
15 91 13
21 84 19
1 11 16
89 25 12
19 80 14
15 39 11
75 10 16
49 93 13
38 45 14
8 97 18
90 87 20
35 99 11
66 67 15
86 26 10
39 55 14
42 64 14
40 5 16
24 59 17
49 93 13
96 61 12
89 25 13
89 25 13
19 80 20
55 70 20
57 36 14
75 24 16
89 25 19
59 14 15
98 94 20
30 47 16
32 84 12
21 84 10
52 93 13
53 72 16
32 84 16
40 5 11
14 67 14
23 31 15
15 91 12
49 93 13
75 96 20
89 25 14
97 48 15
56 44 12
16 23 11
98 94 13
23 31 20
85 99 18
63 27 19
41 9 13
1 11 19
92 62 20
75 24 19
12 38 14
19 80 13
55 70 10
83 34 12
1 11 18
15 91 17
96 61 13
66 67 14
82 1 17
97 48 15
19 80 14
19 80 16
99 65 16
30 47 18
12 27 14
30 36 16
92 62 10
99 65 13
6 41 12
42 64 10
24 64 20
99 82 14
66 67 13
8 51 12
15 73 12
89 25 19
90 87 12
49 93 14
75 24 17
75 24 15
56 44 14
15 73 13
54 90 19
12 38 14
30 47 10
15 73 10
15 39 12
75 24 10
24 59 12
1 11 15
98 94 19
4 5 12
21 84 11
54 90 17
56 44 16
57 36 13
12 38 12
82 1 12
97 48 13
98 94 11
90 87 19
89 25 17
56 44 15
63 27 20
12 38 10
14 67 15
49 93 15
24 64 10
89 25 12
8 97 13
86 26 14
98 94 12
7 43 10
23 31 20
15 91 13
56 44 13
66 67 20
75 96 11
32 84 19
29 37 16
24 64 13
51 17 15
40 22 20
97 48 15
32 84 15
96 61 19
92 62 11
12 27 19
69 83 16
56 44 19
92 62 11
6 41 10
38 45 14
16 23 20
86 26 16
15 91 19
75 96 10
1 11 14
75 24 12
97 48 14
16 23 20
14 67 18
96 61 17
88 58 15
75 24 10
15 39 16
99 65 18
59 14 14
88 58 11
38 45 15
40 5 16
56 44 17
23 31 19
98 94 20
54 90 14
52 93 10
59 14 14
38 45 19
19 80 14
86 26 15
19 80 17
76 34 16
97 48 15
83 34 20
40 5 13
90 87 14
15 73 19
14 67 12
75 24 20
40 5 14
44 13 12
38 45 15
15 39 15
24 59 15
39 55 13
51 17 20
15 91 13
75 24 19
38 45 13
19 80 18
89 25 16
75 24 10
2 3 18
56 44 11
23 31 16
86 26 13
23 31 19
47 33 19
82 1 20
38 3 17
83 34 12
52 93 19
33 95 11
75 24 11
99 44 10
19 80 19
40 22 12
47 33 17
4 74 11
49 93 14
31 29 12
86 26 20
83 28 12
98 94 13
47 33 11
40 22 15
36 77 17
32 84 10
35 99 11
52 93 17
32 84 17
89 25 18
75 24 11
19 80 20
1 11 15
15 91 20
2 3 13
75 24 14
98 94 18
1 11 14
92 62 10
24 64 15
23 31 17
4 5 14
23 31 20
98 94 16
56 44 14
56 44 20
39 55 11
38 45 10
44 13 17
15 39 16
55 70 14
63 27 18
97 48 15
29 37 14
35 99 11
75 24 15
49 93 12
98 94 15
75 24 16
99 92 13
40 5 15
51 17 11
40 5 15
14 67 16
15 39 15
89 25 11
42 64 13
56 44 13
12 38 12
32 84 17
1 11 15
3 93 10
83 28 13
19 80 15
36 77 11
8 51 19
70 71 18
19 80 11
30 36 15
42 64 19
83 34 16
15 91 13
15 91 13
19 80 17
96 61 17
98 94 19
39 55 17
14 67 20
51 31 14
15 73 20
83 34 19
17 9 19
38 45 16
40 5 16
44 13 19
2 3 20
14 67 13
6 41 18
12 27 17
99 44 16
42 64 17
90 87 18
19 80 15
2 3 15
98 94 17
39 55 10
19 80 14
15 39 13
75 10 20
91 56 10
1 11 11
99 65 10
40 22 16
66 67 18
90 87 10
99 92 16
12 38 18
82 1 14
19 80 11
23 31 17
42 64 18
89 25 13
40 89 20
12 27 15
90 87 13
14 67 17
52 93 20
12 27 11
15 91 20
14 67 12
59 14 16
57 36 17
52 93 13
44 68 13
59 14 16
83 34 15
30 36 16
31 29 10
15 73 18
39 55 12
4 74 14
39 55 11
65 79 17
1 11 16
89 25 11
24 64 18
12 27 19
56 44 12
59 14 15
19 80 10
75 24 18
31 29 18
75 96 20
2 3 11
66 67 18
54 90 17
19 80 16
88 58 16
4 5 20
41 9 17
14 67 20
66 67 18
1 11 17
98 94 10
59 14 14
86 26 19
96 61 19
40 5 13
38 3 14
99 92 12
15 91 11
83 34 18
33 95 18
19 80 11
15 39 19
99 65 20
51 17 15
52 93 20
99 92 11
40 5 11
34 1 16
52 93 10
19 80 19
47 33 14
51 17 19
52 93 19
19 80 11
16 23 12
21 84 15
75 96 16
19 80 14
56 44 10
89 23 14
30 47 12
89 25 20
15 91 15
8 97 19
40 5 19
12 27 14
59 14 15
99 65 12
15 39 10
1 11 10
52 93 17
54 90 13
38 3 12
24 64 19
33 95 10
99 82 13
89 23 18
14 67 16
32 84 13
55 70 10
69 83 13
72 86 13
38 45 18
66 67 11
3 93 16
89 23 20
42 64 11
85 99 17
59 14 13
38 45 11
21 84 20
15 39 11
82 1 11
35 99 10
82 1 14
41 9 19
63 27 12
38 45 11
57 36 15
75 24 14
92 62 20
21 84 13
34 1 12
39 55 10
66 67 14
15 91 17
56 44 17
40 22 19
15 91 12
40 5 12
40 5 20
15 91 11
8 51 10
14 67 18
99 65 19
39 55 10
8 51 13
66 67 10
54 90 19
29 37 13
57 36 11
2 3 17
97 48 13
89 25 12
99 92 19
24 64 17
15 39 11
96 61 16
92 62 16
24 64 10
56 44 14
15 73 20
15 39 10
83 28 14
92 62 17
75 24 12
75 24 20
96 61 20
85 99 13
65 79 13
98 94 15
8 97 15
86 26 11
36 77 12
35 99 18
4 74 10
30 36 11
75 24 14
15 91 18
15 91 20
23 31 18
98 94 16
15 73 10
12 38 19
99 65 17
40 5 12
97 48 18
96 61 16
19 80 12
52 93 20
35 99 20
14 67 13
47 33 15
75 96 13
12 38 13
8 51 12
15 91 16
32 84 17
34 1 12
53 72 19
23 31 12
21 84 15
12 38 15
39 55 13
38 45 20
56 44 18
75 10 10
31 29 17
15 39 10
30 47 10
14 67 15
12 27 20
90 87 11
12 27 17
14 67 14
75 24 20
74 88 15
19 80 10
53 72 14
44 68 16
66 67 11
56 44 19
89 25 19
52 93 13
35 99 20
12 39 19
15 73 19
21 84 13
75 96 18
6 41 16
15 91 14
69 83 12
14 67 12
59 14 11
82 1 14
75 24 12
16 23 15
39 55 11
19 80 19
38 45 17
12 38 16
19 80 14
15 91 15
38 45 15
53 72 15
15 91 14
4 74 18
75 24 11
65 79 16
12 39 18
55 70 16
30 36 11
15 39 19
46 74 20
54 90 18
52 93 15
40 22 18
15 91 12
15 91 15
1 11 11
15 73 20
14 67 15
15 91 20
15 39 11
21 84 15
12 38 18
21 84 17
2 3 14
92 62 15
17 9 10
92 62 20
75 96 16
19 80 16
92 62 20
99 92 14
82 1 19
75 10 14
97 48 12
15 91 13
32 84 18
29 37 17
39 55 18
23 31 12
98 94 15
85 99 14
8 97 11
1 11 11
35 99 13
63 27 19
40 22 10
7 43 14
30 47 14
52 93 10
83 34 19
44 68 18
99 44 18
15 91 14
76 34 13
97 48 20
36 77 16
3 93 14
40 89 14
74 88 19
89 25 19
2 3 11
46 74 15
44 68 14
98 94 20
97 48 12
21 84 13
40 5 20
65 79 16
1 11 17
7 43 16
12 27 13
23 31 15
38 3 19
89 23 12
1 11 10
63 27 12
15 73 17
66 67 18
19 80 11
98 94 16
55 70 17
99 92 11
56 44 16
99 44 18
39 55 19
17 9 12
15 91 19
6 41 12
8 51 14
91 56 13
44 68 11
1 11 16
15 91 18
59 14 11
23 31 20
52 93 16
66 67 14
38 3 12
40 22 12
97 48 10
55 70 10
98 94 13
52 93 12
19 80 17
23 31 12
94 82 13
83 28 17
51 17 14
42 64 19
75 96 14
74 88 12
59 14 13
15 39 18
32 84 17
40 22 18
78 48 13
16 23 13
59 14 11
92 62 17
15 91 11
30 47 12
83 34 10
39 55 12
63 27 20
38 45 16
38 45 20
98 94 12
89 23 18
70 71 14
82 1 15
35 99 13
21 84 11
15 39 11
15 91 19
59 14 12
98 94 18
35 99 14
86 26 13
12 27 11
99 44 20
29 37 17
52 93 15
15 91 15
92 62 13
99 92 11
29 37 18
92 62 17
1 11 16
90 87 14
89 25 11
89 25 13
75 24 13
92 62 11
69 83 16
15 39 20
40 5 11
19 80 19
44 0 20
47 33 11
72 75 11
56 44 18
29 37 11
47 33 12
15 39 20
29 37 16
99 65 14
12 27 11
14 67 12
29 37 11
98 94 16
49 93 16
19 80 20
92 62 12
17 9 14
15 39 16
51 36 20
38 45 12
89 23 16
52 93 13
75 24 13
99 92 12
15 39 14
92 62 18
38 45 10
35 99 15
40 5 10
82 1 13
49 93 14
89 25 17
8 51 11
17 9 12
66 67 18
12 27 16
98 94 13
12 27 12
75 24 11
74 88 13
92 62 19
15 73 10
44 13 11
83 34 14
1 11 13
56 44 19
23 31 14
53 72 14
15 91 13
40 5 15
70 71 12
97 48 14
98 94 11
99 65 13
41 9 18
40 5 13
38 45 12
82 1 12
15 39 18
75 24 20
40 89 17
75 96 13
33 95 11
99 65 17
32 84 17
12 27 18
89 25 18
83 28 12
97 48 11
92 62 18
89 23 16
4 74 19
53 72 15
15 91 19
98 94 12
74 88 13
35 99 15
90 87 20
56 44 16
23 31 16
52 93 16
7 87 10
99 65 12
98 94 18
19 80 14
83 34 10
19 80 18
23 31 18
90 87 15
38 3 17
99 92 13
40 22 16
56 44 14
59 14 17
15 39 19
56 44 15
40 5 18
60 3 17
38 45 18
23 31 17
52 93 12
56 44 15
98 94 14
38 45 14
36 77 12
76 34 14
63 27 17
36 77 15
89 25 20
19 80 20
19 80 11
99 65 17
15 91 16
52 93 20
97 48 11
36 77 19
92 62 14
92 62 12
34 1 12
49 93 18
38 45 13
7 43 18
54 90 13
89 23 14
7 43 11
40 5 12
63 27 20
55 70 12
15 91 19
92 62 20
52 93 14
15 91 16
29 37 16
12 38 18
24 64 18
40 5 11
59 14 15
60 3 11
89 25 11
21 84 20
30 47 16
98 94 20
75 24 12
89 25 10
15 91 14
15 91 14
40 5 10
66 67 19
23 31 16
89 25 16
83 28 10
99 65 13
1 11 16
54 90 11
12 27 16
16 23 10
40 5 11
38 45 13
90 87 11
52 93 14
47 33 20
56 44 13
51 36 19
99 65 20
47 33 16
1 11 12
15 91 16
23 31 11
36 77 14
31 29 20
38 45 18
99 92 20
4 5 11
86 26 18
19 80 20
82 1 19
36 77 12
96 61 13
66 67 14
56 44 17
82 1 19
83 28 15
44 0 10
16 23 14
39 55 12
99 92 18
12 27 15
99 65 13
74 88 20
38 45 15
52 93 17
74 88 17
23 31 12
89 25 13
42 64 19
12 27 13
99 44 18
85 99 20
83 34 13
89 25 14
39 55 15
29 37 12
59 14 18
75 10 18
49 93 16
56 44 13
38 45 10
24 59 20
24 59 19
30 36 11
98 94 13
98 94 19
19 80 12
63 27 15
14 67 20
47 33 11
39 55 20
99 65 19
74 88 15
36 77 10
44 13 15
15 91 13
54 90 10
12 27 19
99 65 12
15 91 12
98 94 14
99 65 15
23 31 20
85 99 20
96 61 19
56 44 18
24 64 19
15 39 15
24 59 10
21 84 18
56 44 14
52 93 19
36 77 14
16 23 13
36 77 16
83 34 15
15 73 19
40 5 18
15 39 12
65 79 15
49 93 19
99 65 16
88 58 20
8 51 19
75 96 16
89 23 14
15 39 16
86 26 10
14 67 13
35 99 20
36 77 19
98 94 19
89 25 17
24 64 19
47 33 12
2 3 20
24 64 20
86 26 15
83 28 20
19 80 14
96 61 15
15 91 13
75 24 17
89 23 16
99 65 13
49 93 19
2 3 11
1 11 15
29 37 13
15 91 19
15 39 13
15 39 16
98 94 10
97 48 10
55 70 14
15 39 12
15 39 16
96 61 11
75 10 13
83 34 16
92 62 11
69 83 17
75 24 12
51 17 12
96 61 11
66 67 14
85 99 18
75 24 12
56 44 14
90 87 18
74 88 18
36 77 10
56 44 18
39 55 13
98 94 17
72 86 13
51 17 20
51 17 16
15 39 12
40 5 19
75 24 13
12 27 12
39 55 18
83 34 20
89 25 10
89 23 20
97 48 13
97 48 13
15 91 18
75 24 17
23 31 12
70 71 17
1 11 14
52 93 10
24 64 13
15 91 12
54 90 20
4 74 20
8 51 17
12 38 16
96 61 19
90 87 15
75 24 16
94 82 10
56 44 15
99 92 10
56 44 17
70 71 19
2 3 12
24 64 14
52 93 16
15 73 15
82 1 17
36 77 17
51 36 13
15 91 10
15 91 14
94 82 14
99 65 18
69 83 12
15 39 13
99 44 15
44 68 16
19 80 12
38 45 18
56 44 14
89 25 11
42 64 17
40 5 10
19 80 16
40 22 12
98 94 20
52 93 11
75 96 16
1 11 10
89 25 17
14 67 20
15 39 18
15 39 18
35 99 14
49 93 12
59 14 16
69 83 19
74 88 14
15 91 14
21 84 20
83 34 15
15 91 19
85 99 20
51 17 17
83 34 10
60 3 12
42 64 16
69 83 10
15 91 11
75 24 20
21 84 20
49 93 17
21 84 18
57 36 14
21 84 11
38 3 18
21 84 13
75 96 11
59 14 18
42 64 13
32 84 15
65 79 20
52 93 10
88 58 18
15 73 19
75 96 13
15 39 20
38 45 18
21 84 19
54 90 11
40 5 10
24 59 13
34 1 19
44 13 17
15 39 12
15 91 14
89 25 18
89 25 12
12 27 18
21 84 13
66 67 20
31 29 19
69 83 10
57 36 20
34 50 13
39 55 13
30 36 17
89 25 13
97 48 12
32 84 11
2 3 13
23 31 10
31 29 19
17 9 12
29 37 10
38 3 12
15 39 13
47 33 13
53 72 10
49 93 15
42 64 20
75 24 19
1 11 13
49 93 17
32 84 12
42 64 14
75 24 13
90 87 20
14 67 15
54 90 10
52 93 15
42 64 10
24 64 10
42 64 14
40 5 19
92 62 20
75 24 11
97 48 18
15 91 10
35 99 12
49 93 17
15 39 18
66 67 13
86 26 16
36 77 19
4 5 14
52 93 12
40 89 19
52 93 19
19 80 20
98 94 20
12 27 16
89 25 15
38 45 16
51 17 20
74 82 14
15 73 15
40 5 13
35 99 18
16 23 15
29 37 15
35 99 19
83 34 20
51 17 14
56 44 13
40 22 14
56 44 15
56 44 16
12 38 17
89 25 14
98 94 12
72 86 10
40 5 17
7 43 10
40 5 17
21 84 15
56 44 16
90 87 16
75 24 17
19 80 16
29 37 11
89 23 13
19 80 16
3 93 15
69 83 16
17 9 11
99 65 10
66 67 20
33 95 11
83 28 20
55 70 18
42 64 19
21 84 14
1 11 10
54 90 15
75 24 12
59 14 15
38 45 20
75 24 10
52 93 12
98 94 19
63 27 13
19 80 16
98 94 11
97 48 14
51 36 11
36 77 14
47 33 10
36 77 10
40 5 12
40 22 20
15 39 10
98 94 11
47 33 14
56 44 15
15 91 10
36 77 16
38 45 19
56 44 16
72 75 15
40 5 12
38 3 18
2 3 13
92 62 17
19 80 19
49 93 16
4 5 19
29 37 12
83 28 13
99 65 13
21 84 11
29 37 20
38 3 20
8 51 19
12 38 15
38 45 14
52 93 11
8 97 11
98 94 12
75 96 16
35 99 18
34 1 20
14 67 16
39 55 20
39 55 17
15 91 13
15 73 16
24 64 11
89 23 10
52 93 19
15 39 15
15 91 10
85 99 18
42 64 20
90 87 18
8 97 10
32 84 16
92 62 17
15 91 15
56 44 17
24 59 15
41 9 11
44 68 10
19 80 16
32 84 18
23 31 13
59 14 16
59 14 15
42 64 10
56 44 17
78 48 13
39 55 19
55 70 18
59 14 20
34 50 17
60 3 15
36 77 15
90 87 17
12 27 14
99 92 15
54 90 13
12 27 18
19 80 11
17 9 17
40 22 15
19 80 16
38 3 10
56 44 17
38 45 15
57 36 19
38 45 14
63 27 13
14 67 16
12 38 10
51 17 16
14 67 17
15 39 17
38 3 16
23 31 10
19 80 11
36 77 17
35 99 10
15 91 10
56 44 11
24 64 14
12 38 15
99 92 14
35 99 18
90 87 11
36 77 16
42 64 15
82 84 13
17 9 16
56 44 18
75 24 18
14 67 19
57 36 20
75 10 17
52 93 16
12 38 12
59 14 19
54 90 13
31 29 10
54 90 17
38 45 15
38 3 18
83 28 20
54 90 17
70 71 11
32 84 15
75 24 15
40 5 18
12 38 18
89 25 12
38 45 17
21 84 11
96 61 17
38 45 13
54 90 20
96 61 17
52 93 11
35 99 14
98 94 18
56 44 14
86 26 10
98 94 10
76 34 14
98 94 10
49 93 15
38 3 13
2 3 10
75 10 16
4 74 11
52 93 12
12 38 18
30 36 12
99 92 17
63 27 19
17 9 20
75 24 13
8 51 12
7 87 12
92 62 14
90 87 14
15 91 18
15 39 14
21 84 13
99 92 18
15 91 16
31 29 15
21 84 12
7 43 20
39 55 16
99 92 18
38 45 11
40 5 14
55 70 12
23 31 20
21 84 10
99 65 18
89 25 11
15 39 16
12 27 15
52 93 16
15 91 19
56 44 11
40 5 16
39 55 19
35 99 17
19 80 18
21 84 13
23 31 20
3 93 16
52 93 13
38 45 20
12 38 14
51 17 10
16 23 14
12 27 18
82 84 12
94 82 16
55 70 20
99 82 15
30 36 14
19 80 19
15 91 18
92 62 16
99 65 15
54 90 17
35 99 14
96 61 13
40 5 10
1 11 12
78 48 17
51 17 14
82 1 14
15 39 10
36 77 17
15 39 15
70 71 13
35 99 20
24 64 11
24 59 17
49 93 14
21 84 14
51 31 20
15 91 13
49 93 17
38 45 16
75 24 10
98 94 16
99 92 20
88 58 10
23 31 19
75 24 11
44 13 19
39 55 13
91 56 19
53 72 14
90 87 16
38 3 16
36 77 11
23 31 10
15 39 16
2 3 20
1 11 11
12 27 11
23 31 17
4 74 10
56 44 17
99 92 18
